Datetime,Direction
2023-04-18 04:38:07+00:00,Entry/Exit
2023-04-18 04:42:31+00:00,Entry/Exit
2023-04-18 04:45:34+00:00,Entry/Exit
2023-04-18 04:46:54+00:00,Entry/Exit
2023-04-18 04:47:46+00:00,Entry/Exit
2023-04-18 04:50:32+00:00,Entry/Exit
2023-04-18 04:51:07+00:00,Entry/Exit
2023-04-18 04:51:45+00:00,Entry/Exit
2023-04-18 04:53:28+00:00,Entry/Exit
2023-04-18 05:15:29+00:00,Entry/Exit
2023-04-18 05:16:29+00:00,Entry/Exit
2023-04-18 05:24:34+00:00,Entry/Exit
2023-04-18 05:50:50+00:00,Entry/Exit
2023-04-18 05:53:37+00:00,Entry/Exit
2023-04-18 06:03:02+00:00,Entry/Exit
2023-04-18 06:16:51+00:00,Entry/Exit
2023-04-18 06:48:33+00:00,Entry
2023-04-18 06:48:55+00:00,Entry
2023-04-18 06:52:30+00:00,Entry/Exit
2023-04-18 06:56:14+00:00,Entry/Exit
2023-04-18 07:12:01+00:00,Entry/Exit
2023-04-18 07:16:02+00:00,Entry/Exit
2023-04-18 07:23:26+00:00,Entry/Exit
2023-04-18 07:29:25+00:00,Entry
2023-04-18 07:29:55+00:00,Entry
2023-04-18 07:37:06+00:00,Entry
2023-04-18 07:38:31+00:00,Entry
2023-04-18 07:43:42+00:00,Entry
2023-04-18 07:43:57+00:00,Entry
2023-04-18 07:44:05+00:00,Entry
2023-04-18 07:45:04+00:00,Entry
2023-04-18 07:50:32+00:00,Entry/Exit
2023-04-18 07:53:29+00:00,Entry/Exit
2023-04-18 07:55:16+00:00,Entry/Exit
2023-04-18 07:56:24+00:00,Entry/Exit
2023-04-18 08:02:06+00:00,Entry
2023-04-18 08:03:30+00:00,Entry/Exit
2023-04-18 08:05:11+00:00,Entry/Exit
2023-04-18 08:08:42+00:00,Entry/Exit
2023-04-18 08:13:29+00:00,Entry/Exit
2023-04-18 08:17:03+00:00,Entry/Exit
2023-04-18 08:17:27+00:00,Entry
2023-04-18 08:18:04+00:00,Entry/Exit
2023-04-18 08:18:49+00:00,Entry/Exit
2023-04-18 08:19:12+00:00,Entry
2023-04-18 08:20:46+00:00,Entry/Exit
2023-04-18 08:22:45+00:00,Entry
2023-04-18 08:23:48+00:00,Entry/Exit
2023-04-18 08:24:22+00:00,Entry
2023-04-18 08:24:47+00:00,Entry/Exit
2023-04-18 08:26:08+00:00,Entry
2023-04-18 08:27:01+00:00,Entry
2023-04-18 08:27:07+00:00,Entry
2023-04-18 08:27:46+00:00,Entry/Exit
2023-04-18 08:28:40+00:00,Entry
2023-04-18 08:28:48+00:00,Entry
2023-04-18 08:29:03+00:00,Entry/Exit
2023-04-18 08:29:07+00:00,Exit
2023-04-18 08:29:36+00:00,Entry/Exit
2023-04-18 08:31:12+00:00,Entry
2023-04-18 08:31:39+00:00,Entry/Exit
2023-04-18 08:32:55+00:00,Entry
2023-04-18 08:33:09+00:00,Entry/Exit
2023-04-18 08:33:31+00:00,Entry/Exit
2023-04-18 08:35:24+00:00,Exit
2023-04-18 08:35:41+00:00,Exit
2023-04-18 08:35:46+00:00,Entry/Exit
2023-04-18 08:36:10+00:00,Entry/Exit
2023-04-18 08:38:55+00:00,Entry/Exit
2023-04-18 08:39:15+00:00,Exit
2023-04-18 08:40:01+00:00,Entry/Exit
2023-04-18 08:40:22+00:00,Entry/Exit
2023-04-18 08:42:27+00:00,Exit
2023-04-18 08:43:04+00:00,Entry/Exit
2023-04-18 08:43:25+00:00,Entry/Exit
2023-04-18 08:43:51+00:00,Exit
2023-04-18 08:44:06+00:00,Entry
2023-04-18 08:45:08+00:00,Entry/Exit
2023-04-18 08:46:18+00:00,Entry/Exit
2023-04-18 08:50:06+00:00,Entry/Exit
2023-04-18 08:51:00+00:00,Entry
2023-04-18 08:51:50+00:00,Entry/Exit
2023-04-18 08:53:26+00:00,Entry/Exit
2023-04-18 08:54:30+00:00,Entry/Exit
2023-04-18 08:56:11+00:00,Entry/Exit
2023-04-18 08:56:16+00:00,Entry
2023-04-18 08:56:26+00:00,Entry
2023-04-18 08:56:39+00:00,Entry
2023-04-18 08:56:45+00:00,Entry
2023-04-18 08:57:12+00:00,Entry
2023-04-18 08:57:19+00:00,Entry
2023-04-18 08:57:20+00:00,Entry
2023-04-18 08:57:26+00:00,Entry
2023-04-18 08:57:28+00:00,Entry
2023-04-18 08:57:29+00:00,Entry
2023-04-18 08:57:34+00:00,Entry
2023-04-18 08:57:34+00:00,Entry
2023-04-18 08:57:38+00:00,Entry
2023-04-18 08:57:51+00:00,Entry
2023-04-18 08:57:52+00:00,Entry
2023-04-18 08:57:54+00:00,Entry
2023-04-18 08:57:54+00:00,Entry
2023-04-18 08:57:55+00:00,Entry/Exit
2023-04-18 08:57:56+00:00,Entry
2023-04-18 08:57:59+00:00,Entry
2023-04-18 08:58:01+00:00,Entry
2023-04-18 08:58:02+00:00,Entry
2023-04-18 08:58:03+00:00,Entry
2023-04-18 08:58:04+00:00,Entry
2023-04-18 08:58:05+00:00,Entry
2023-04-18 08:58:05+00:00,Entry
2023-04-18 08:58:06+00:00,Entry
2023-04-18 08:58:07+00:00,Entry
2023-04-18 08:58:11+00:00,Entry
2023-04-18 08:58:13+00:00,Entry
2023-04-18 08:58:13+00:00,Entry
2023-04-18 08:58:17+00:00,Entry
2023-04-18 08:58:17+00:00,Entry
2023-04-18 08:58:21+00:00,Entry
2023-04-18 08:58:22+00:00,Entry
2023-04-18 08:58:26+00:00,Entry
2023-04-18 08:58:27+00:00,Entry
2023-04-18 08:58:29+00:00,Entry
2023-04-18 08:58:30+00:00,Entry
2023-04-18 08:58:31+00:00,Entry/Exit
2023-04-18 08:58:31+00:00,Entry
2023-04-18 08:58:35+00:00,Entry
2023-04-18 08:58:35+00:00,Entry
2023-04-18 08:58:36+00:00,Entry
2023-04-18 08:58:44+00:00,Entry
2023-04-18 08:58:55+00:00,Entry
2023-04-18 08:59:01+00:00,Entry
2023-04-18 08:59:02+00:00,Entry
2023-04-18 08:59:03+00:00,Entry
2023-04-18 08:59:08+00:00,Entry
2023-04-18 08:59:24+00:00,Entry
2023-04-18 08:59:26+00:00,Entry
2023-04-18 08:59:29+00:00,Entry
2023-04-18 08:59:35+00:00,Entry
2023-04-18 08:59:39+00:00,Entry
2023-04-18 08:59:41+00:00,Entry
2023-04-18 08:59:44+00:00,Entry
2023-04-18 08:59:49+00:00,Entry
2023-04-18 08:59:52+00:00,Entry
2023-04-18 09:00:05+00:00,Entry
2023-04-18 09:00:06+00:00,Entry
2023-04-18 09:00:38+00:00,Exit
2023-04-18 09:00:40+00:00,Entry
2023-04-18 09:00:50+00:00,Exit
2023-04-18 09:01:08+00:00,Entry
2023-04-18 09:01:13+00:00,Entry
2023-04-18 09:01:18+00:00,Entry
2023-04-18 09:01:24+00:00,Entry
2023-04-18 09:01:36+00:00,Exit
2023-04-18 09:01:42+00:00,Entry
2023-04-18 09:01:45+00:00,Entry
2023-04-18 09:01:46+00:00,Entry
2023-04-18 09:01:51+00:00,Entry
2023-04-18 09:02:09+00:00,Entry
2023-04-18 09:02:11+00:00,Entry
2023-04-18 09:02:15+00:00,Entry
2023-04-18 09:02:17+00:00,Entry
2023-04-18 09:02:19+00:00,Entry
2023-04-18 09:02:32+00:00,Entry
2023-04-18 09:02:35+00:00,Entry
2023-04-18 09:02:43+00:00,Entry
2023-04-18 09:02:45+00:00,Entry
2023-04-18 09:02:48+00:00,Entry
2023-04-18 09:02:49+00:00,Entry
2023-04-18 09:02:51+00:00,Exit
2023-04-18 09:02:56+00:00,Entry
2023-04-18 09:02:58+00:00,Entry
2023-04-18 09:03:09+00:00,Exit
2023-04-18 09:03:10+00:00,Entry
2023-04-18 09:03:15+00:00,Entry
2023-04-18 09:03:20+00:00,Entry
2023-04-18 09:03:38+00:00,Entry
2023-04-18 09:03:48+00:00,Entry
2023-04-18 09:03:57+00:00,Entry
2023-04-18 09:03:59+00:00,Entry
2023-04-18 09:04:31+00:00,Entry
2023-04-18 09:04:45+00:00,Entry
2023-04-18 09:04:49+00:00,Exit
2023-04-18 09:04:54+00:00,Exit
2023-04-18 09:05:00+00:00,Entry
2023-04-18 09:05:01+00:00,Entry
2023-04-18 09:05:39+00:00,Exit
2023-04-18 09:05:51+00:00,Entry
2023-04-18 09:05:55+00:00,Entry
2023-04-18 09:06:25+00:00,Entry
2023-04-18 09:06:29+00:00,Entry
2023-04-18 09:06:33+00:00,Entry
2023-04-18 09:06:39+00:00,Entry
2023-04-18 09:06:39+00:00,Entry
2023-04-18 09:06:42+00:00,Entry
2023-04-18 09:06:44+00:00,Entry
2023-04-18 09:06:59+00:00,Entry
2023-04-18 09:07:03+00:00,Exit
2023-04-18 09:07:39+00:00,Entry
2023-04-18 09:07:48+00:00,Entry
2023-04-18 09:07:49+00:00,Exit
2023-04-18 09:07:52+00:00,Entry
2023-04-18 09:08:29+00:00,Entry
2023-04-18 09:08:35+00:00,Entry
2023-04-18 09:08:39+00:00,Entry
2023-04-18 09:08:40+00:00,Entry
2023-04-18 09:08:47+00:00,Entry
2023-04-18 09:08:54+00:00,Entry
2023-04-18 09:09:22+00:00,Entry
2023-04-18 09:09:50+00:00,Entry
2023-04-18 09:09:58+00:00,Exit
2023-04-18 09:10:05+00:00,Exit
2023-04-18 09:10:16+00:00,Entry
2023-04-18 09:10:17+00:00,Entry
2023-04-18 09:10:33+00:00,Entry
2023-04-18 09:10:47+00:00,Entry
2023-04-18 09:10:50+00:00,Entry
2023-04-18 09:10:51+00:00,Entry
2023-04-18 09:10:54+00:00,Entry
2023-04-18 09:10:59+00:00,Entry
2023-04-18 09:10:59+00:00,Entry
2023-04-18 09:11:03+00:00,Entry
2023-04-18 09:11:07+00:00,Entry
2023-04-18 09:11:10+00:00,Entry
2023-04-18 09:11:20+00:00,Entry
2023-04-18 09:11:26+00:00,Entry
2023-04-18 09:11:26+00:00,Entry
2023-04-18 09:11:30+00:00,Entry
2023-04-18 09:11:32+00:00,Entry
2023-04-18 09:11:33+00:00,Entry
2023-04-18 09:11:33+00:00,Exit
2023-04-18 09:11:39+00:00,Entry
2023-04-18 09:11:43+00:00,Entry
2023-04-18 09:11:45+00:00,Entry
2023-04-18 09:11:46+00:00,Entry
2023-04-18 09:11:51+00:00,Entry
2023-04-18 09:11:51+00:00,Entry
2023-04-18 09:11:51+00:00,Entry
2023-04-18 09:11:53+00:00,Entry
2023-04-18 09:11:54+00:00,Entry
2023-04-18 09:11:56+00:00,Entry
2023-04-18 09:11:58+00:00,Exit
2023-04-18 09:11:58+00:00,Entry
2023-04-18 09:12:00+00:00,Entry
2023-04-18 09:12:02+00:00,Entry
2023-04-18 09:12:04+00:00,Entry
2023-04-18 09:12:15+00:00,Entry
2023-04-18 09:12:20+00:00,Entry
2023-04-18 09:12:26+00:00,Entry
2023-04-18 09:12:26+00:00,Entry
2023-04-18 09:12:28+00:00,Entry
2023-04-18 09:12:31+00:00,Entry
2023-04-18 09:12:36+00:00,Entry
2023-04-18 09:12:38+00:00,Entry
2023-04-18 09:12:39+00:00,Entry
2023-04-18 09:12:45+00:00,Exit
2023-04-18 09:12:49+00:00,Exit
2023-04-18 09:12:52+00:00,Entry
2023-04-18 09:12:53+00:00,Entry
2023-04-18 09:13:19+00:00,Entry
2023-04-18 09:13:36+00:00,Exit
2023-04-18 09:13:41+00:00,Entry
2023-04-18 09:13:42+00:00,Entry
2023-04-18 09:13:54+00:00,Entry
2023-04-18 09:13:54+00:00,Exit
2023-04-18 09:14:04+00:00,Entry
2023-04-18 09:14:07+00:00,Entry
2023-04-18 09:14:10+00:00,Entry
2023-04-18 09:14:16+00:00,Entry
2023-04-18 09:14:22+00:00,Entry
2023-04-18 09:14:41+00:00,Entry
2023-04-18 09:14:55+00:00,Entry
2023-04-18 09:15:00+00:00,Entry
2023-04-18 09:15:05+00:00,Entry
2023-04-18 09:15:12+00:00,Entry
2023-04-18 09:15:19+00:00,Exit
2023-04-18 09:15:27+00:00,Entry
2023-04-18 09:15:47+00:00,Entry
2023-04-18 09:16:13+00:00,Entry
2023-04-18 09:16:13+00:00,Entry
2023-04-18 09:16:51+00:00,Entry
2023-04-18 09:16:53+00:00,Entry
2023-04-18 09:16:58+00:00,Entry
2023-04-18 09:17:01+00:00,Entry
2023-04-18 09:17:04+00:00,Entry
2023-04-18 09:17:05+00:00,Entry
2023-04-18 09:17:09+00:00,Entry
2023-04-18 09:17:11+00:00,Entry
2023-04-18 09:17:14+00:00,Entry
2023-04-18 09:17:42+00:00,Entry
2023-04-18 09:17:48+00:00,Entry
2023-04-18 09:18:04+00:00,Entry
2023-04-18 09:18:06+00:00,Exit
2023-04-18 09:18:09+00:00,Exit
2023-04-18 09:18:11+00:00,Entry
2023-04-18 09:18:12+00:00,Entry
2023-04-18 09:18:23+00:00,Entry
2023-04-18 09:18:39+00:00,Exit
2023-04-18 09:18:52+00:00,Entry
2023-04-18 09:19:01+00:00,Entry
2023-04-18 09:19:45+00:00,Entry
2023-04-18 09:19:49+00:00,Entry
2023-04-18 09:19:53+00:00,Entry
2023-04-18 09:19:54+00:00,Entry
2023-04-18 09:19:57+00:00,Entry
2023-04-18 09:19:58+00:00,Entry
2023-04-18 09:19:58+00:00,Entry
2023-04-18 09:20:02+00:00,Entry
2023-04-18 09:20:07+00:00,Exit
2023-04-18 09:20:13+00:00,Exit
2023-04-18 09:20:14+00:00,Exit
2023-04-18 09:20:19+00:00,Entry
2023-04-18 09:20:19+00:00,Exit
2023-04-18 09:20:21+00:00,Exit
2023-04-18 09:20:31+00:00,Entry
2023-04-18 09:20:34+00:00,Entry
2023-04-18 09:20:36+00:00,Entry
2023-04-18 09:20:42+00:00,Entry
2023-04-18 09:20:44+00:00,Entry
2023-04-18 09:20:46+00:00,Entry
2023-04-18 09:20:50+00:00,Entry
2023-04-18 09:21:00+00:00,Entry
2023-04-18 09:21:04+00:00,Entry
2023-04-18 09:21:10+00:00,Entry
2023-04-18 09:21:19+00:00,Entry
2023-04-18 09:21:34+00:00,Entry
2023-04-18 09:21:38+00:00,Entry
2023-04-18 09:21:43+00:00,Entry
2023-04-18 09:22:03+00:00,Entry
2023-04-18 09:22:05+00:00,Entry
2023-04-18 09:22:14+00:00,Entry
2023-04-18 09:22:36+00:00,Entry
2023-04-18 09:22:38+00:00,Entry
2023-04-18 09:22:40+00:00,Entry
2023-04-18 09:22:57+00:00,Entry
2023-04-18 09:23:03+00:00,Entry
2023-04-18 09:23:04+00:00,Entry
2023-04-18 09:23:06+00:00,Entry
2023-04-18 09:23:32+00:00,Entry
2023-04-18 09:23:34+00:00,Entry
2023-04-18 09:23:37+00:00,Exit
2023-04-18 09:23:52+00:00,Entry
2023-04-18 09:23:58+00:00,Entry
2023-04-18 09:23:59+00:00,Entry
2023-04-18 09:24:00+00:00,Entry
2023-04-18 09:24:07+00:00,Entry
2023-04-18 09:24:17+00:00,Entry
2023-04-18 09:24:22+00:00,Entry
2023-04-18 09:24:28+00:00,Entry
2023-04-18 09:24:32+00:00,Entry
2023-04-18 09:24:33+00:00,Entry
2023-04-18 09:24:34+00:00,Entry
2023-04-18 09:24:38+00:00,Entry
2023-04-18 09:24:39+00:00,Entry
2023-04-18 09:24:41+00:00,Entry
2023-04-18 09:24:57+00:00,Entry
2023-04-18 09:24:57+00:00,Entry
2023-04-18 09:25:17+00:00,Entry
2023-04-18 09:25:22+00:00,Entry
2023-04-18 09:25:32+00:00,Entry
2023-04-18 09:25:50+00:00,Entry
2023-04-18 09:25:52+00:00,Entry
2023-04-18 09:25:55+00:00,Entry
2023-04-18 09:26:14+00:00,Entry
2023-04-18 09:26:16+00:00,Exit
2023-04-18 09:26:17+00:00,Entry
2023-04-18 09:26:18+00:00,Entry
2023-04-18 09:26:19+00:00,Entry
2023-04-18 09:26:21+00:00,Entry
2023-04-18 09:26:28+00:00,Entry
2023-04-18 09:26:29+00:00,Entry
2023-04-18 09:26:37+00:00,Entry
2023-04-18 09:26:39+00:00,Entry
2023-04-18 09:26:49+00:00,Entry
2023-04-18 09:26:53+00:00,Entry
2023-04-18 09:26:54+00:00,Entry
2023-04-18 09:26:55+00:00,Entry
2023-04-18 09:26:58+00:00,Entry
2023-04-18 09:27:00+00:00,Entry
2023-04-18 09:27:01+00:00,Entry
2023-04-18 09:27:02+00:00,Entry
2023-04-18 09:27:05+00:00,Entry
2023-04-18 09:27:11+00:00,Entry
2023-04-18 09:27:51+00:00,Entry
2023-04-18 09:27:53+00:00,Entry
2023-04-18 09:27:57+00:00,Entry
2023-04-18 09:28:14+00:00,Entry
2023-04-18 09:28:37+00:00,Exit
2023-04-18 09:28:55+00:00,Entry
2023-04-18 09:29:13+00:00,Entry
2023-04-18 09:29:25+00:00,Entry
2023-04-18 09:29:29+00:00,Exit
2023-04-18 09:29:32+00:00,Entry
2023-04-18 09:30:00+00:00,Entry
2023-04-18 09:30:26+00:00,Entry
2023-04-18 09:30:35+00:00,Exit
2023-04-18 09:30:56+00:00,Entry
2023-04-18 09:31:03+00:00,Entry
2023-04-18 09:31:12+00:00,Entry
2023-04-18 09:31:15+00:00,Exit
2023-04-18 09:31:16+00:00,Entry
2023-04-18 09:31:20+00:00,Entry
2023-04-18 09:31:25+00:00,Exit
2023-04-18 09:31:38+00:00,Entry
2023-04-18 09:31:39+00:00,Exit
2023-04-18 09:31:43+00:00,Entry
2023-04-18 09:31:50+00:00,Entry
2023-04-18 09:31:54+00:00,Entry
2023-04-18 09:32:01+00:00,Entry
2023-04-18 09:32:06+00:00,Entry
2023-04-18 09:32:09+00:00,Exit
2023-04-18 09:32:10+00:00,Entry
2023-04-18 09:32:11+00:00,Entry
2023-04-18 09:32:15+00:00,Entry
2023-04-18 09:32:16+00:00,Entry
2023-04-18 09:32:18+00:00,Entry
2023-04-18 09:32:21+00:00,Entry
2023-04-18 09:32:37+00:00,Entry
2023-04-18 09:32:50+00:00,Entry
2023-04-18 09:33:01+00:00,Entry
2023-04-18 09:33:03+00:00,Entry
2023-04-18 09:33:07+00:00,Exit
2023-04-18 09:33:07+00:00,Entry
2023-04-18 09:33:11+00:00,Entry
2023-04-18 09:33:16+00:00,Entry
2023-04-18 09:33:18+00:00,Entry
2023-04-18 09:33:25+00:00,Entry
2023-04-18 09:33:39+00:00,Entry
2023-04-18 09:33:59+00:00,Entry
2023-04-18 09:34:01+00:00,Entry
2023-04-18 09:34:02+00:00,Entry
2023-04-18 09:34:05+00:00,Entry
2023-04-18 09:34:08+00:00,Exit
2023-04-18 09:34:10+00:00,Entry
2023-04-18 09:34:43+00:00,Exit
2023-04-18 09:34:56+00:00,Exit
2023-04-18 09:35:06+00:00,Entry
2023-04-18 09:35:10+00:00,Exit
2023-04-18 09:35:13+00:00,Entry
2023-04-18 09:35:54+00:00,Entry
2023-04-18 09:36:03+00:00,Entry
2023-04-18 09:36:39+00:00,Entry
2023-04-18 09:36:45+00:00,Entry
2023-04-18 09:36:46+00:00,Entry
2023-04-18 09:36:50+00:00,Entry
2023-04-18 09:36:59+00:00,Exit
2023-04-18 09:37:35+00:00,Entry
2023-04-18 09:37:39+00:00,Entry
2023-04-18 09:37:43+00:00,Entry
2023-04-18 09:37:43+00:00,Entry
2023-04-18 09:37:47+00:00,Entry
2023-04-18 09:37:48+00:00,Entry
2023-04-18 09:37:49+00:00,Entry
2023-04-18 09:37:49+00:00,Entry
2023-04-18 09:37:54+00:00,Entry
2023-04-18 09:37:55+00:00,Entry
2023-04-18 09:37:57+00:00,Entry
2023-04-18 09:37:58+00:00,Entry
2023-04-18 09:38:16+00:00,Exit
2023-04-18 09:38:21+00:00,Exit
2023-04-18 09:38:36+00:00,Entry
2023-04-18 09:38:36+00:00,Entry
2023-04-18 09:38:39+00:00,Entry
2023-04-18 09:38:43+00:00,Entry
2023-04-18 09:38:45+00:00,Entry
2023-04-18 09:38:46+00:00,Entry
2023-04-18 09:38:54+00:00,Entry
2023-04-18 09:38:59+00:00,Entry
2023-04-18 09:39:25+00:00,Entry
2023-04-18 09:39:31+00:00,Entry
2023-04-18 09:39:35+00:00,Exit
2023-04-18 09:39:38+00:00,Entry
2023-04-18 09:39:42+00:00,Exit
2023-04-18 09:39:44+00:00,Entry
2023-04-18 09:39:45+00:00,Entry
2023-04-18 09:39:48+00:00,Entry
2023-04-18 09:39:55+00:00,Entry
2023-04-18 09:40:00+00:00,Entry
2023-04-18 09:40:07+00:00,Entry
2023-04-18 09:40:07+00:00,Entry
2023-04-18 09:40:26+00:00,Entry
2023-04-18 09:40:41+00:00,Entry
2023-04-18 09:40:56+00:00,Entry
2023-04-18 09:41:22+00:00,Entry
2023-04-18 09:41:29+00:00,Entry
2023-04-18 09:41:30+00:00,Entry
2023-04-18 09:41:40+00:00,Exit
2023-04-18 09:41:47+00:00,Entry
2023-04-18 09:41:47+00:00,Entry
2023-04-18 09:42:00+00:00,Entry
2023-04-18 09:42:04+00:00,Entry
2023-04-18 09:42:10+00:00,Entry
2023-04-18 09:42:15+00:00,Entry
2023-04-18 09:42:48+00:00,Entry
2023-04-18 09:43:01+00:00,Entry
