Datetime,Direction
2023-02-23 09:28:09+00:00,Entry
2023-02-23 09:28:37+00:00,Exit
2023-02-23 09:28:44+00:00,Entry
2023-02-23 09:28:52+00:00,Entry
2023-02-23 09:29:25+00:00,Entry
2023-02-23 09:30:07+00:00,Entry
2023-02-23 09:30:13+00:00,Entry
2023-02-23 09:30:20+00:00,Entry
2023-02-23 09:30:31+00:00,Entry
2023-02-23 09:31:21+00:00,Entry
2023-02-23 09:31:21+00:00,Exit
2023-02-23 09:31:30+00:00,Entry
2023-02-23 09:31:34+00:00,Entry
2023-02-23 09:31:52+00:00,Entry
2023-02-23 09:32:10+00:00,Entry
2023-02-23 09:33:11+00:00,Entry
2023-02-23 09:33:23+00:00,Entry
2023-02-23 09:33:38+00:00,Entry
2023-02-23 09:33:42+00:00,Entry
2023-02-23 09:34:07+00:00,Entry
2023-02-23 09:34:47+00:00,Entry
2023-02-23 09:34:54+00:00,Entry
2023-02-23 09:35:54+00:00,Entry
2023-02-23 09:36:09+00:00,Entry
2023-02-23 09:36:21+00:00,Entry
2023-02-23 09:36:32+00:00,Entry
2023-02-23 09:36:35+00:00,Entry
2023-02-23 09:36:43+00:00,Entry
2023-02-23 09:36:44+00:00,Entry
2023-02-23 09:36:46+00:00,Entry
2023-02-23 09:36:47+00:00,Entry
2023-02-23 09:36:53+00:00,Entry
2023-02-23 09:36:53+00:00,Entry
2023-02-23 09:36:58+00:00,Entry
2023-02-23 09:37:03+00:00,Entry
2023-02-23 09:37:09+00:00,Entry
2023-02-23 09:37:16+00:00,Entry
2023-02-23 09:37:18+00:00,Entry
2023-02-23 09:37:23+00:00,Entry
2023-02-23 09:37:24+00:00,Entry
2023-02-23 09:37:28+00:00,Entry
2023-02-23 09:37:32+00:00,Entry
2023-02-23 09:37:39+00:00,Entry
2023-02-23 09:37:40+00:00,Entry
2023-02-23 09:37:49+00:00,Entry
2023-02-23 09:38:03+00:00,Entry
2023-02-23 09:38:09+00:00,Entry
2023-02-23 09:38:17+00:00,Exit
2023-02-23 09:38:20+00:00,Entry
2023-02-23 09:38:24+00:00,Entry
2023-02-23 09:38:25+00:00,Entry
2023-02-23 09:38:29+00:00,Entry
2023-02-23 09:38:33+00:00,Entry
2023-02-23 09:38:34+00:00,Entry
2023-02-23 09:38:39+00:00,Entry
2023-02-23 09:39:01+00:00,Entry
2023-02-23 09:39:05+00:00,Entry
2023-02-23 09:39:08+00:00,Entry
2023-02-23 09:40:16+00:00,Entry
2023-02-23 09:41:24+00:00,Entry
2023-02-23 09:41:44+00:00,Entry
2023-02-23 09:41:51+00:00,Entry
2023-02-23 09:41:51+00:00,Entry
2023-02-23 09:42:16+00:00,Exit
2023-02-23 09:42:25+00:00,Entry
2023-02-23 09:42:31+00:00,Entry
2023-02-23 09:42:32+00:00,Exit
2023-02-23 09:42:37+00:00,Exit
2023-02-23 09:42:41+00:00,Entry
2023-02-23 09:42:52+00:00,Entry
2023-02-23 09:42:57+00:00,Exit
2023-02-23 09:43:19+00:00,Entry
2023-02-23 09:43:26+00:00,Entry
2023-02-23 09:43:46+00:00,Entry
2023-02-23 09:43:55+00:00,Entry
2023-02-23 09:44:01+00:00,Entry
2023-02-23 09:44:11+00:00,Entry
2023-02-23 09:44:21+00:00,Entry
2023-02-23 09:44:22+00:00,Entry
2023-02-23 09:44:29+00:00,Entry
2023-02-23 09:44:33+00:00,Entry
2023-02-23 09:44:37+00:00,Entry
2023-02-23 09:44:42+00:00,Entry
2023-02-23 09:44:56+00:00,Entry
2023-02-23 09:45:31+00:00,Entry
2023-02-23 09:46:02+00:00,Entry
2023-02-23 09:46:22+00:00,Entry
2023-02-23 09:46:27+00:00,Entry
2023-02-23 09:47:30+00:00,Exit
2023-02-23 09:47:35+00:00,Entry
2023-02-23 09:48:00+00:00,Exit
2023-02-23 09:48:08+00:00,Exit
2023-02-23 09:48:25+00:00,Exit
2023-02-23 09:49:05+00:00,Entry
2023-02-23 09:49:25+00:00,Exit
2023-02-23 09:49:31+00:00,Exit
2023-02-23 09:49:33+00:00,Entry
2023-02-23 09:50:07+00:00,Exit
2023-02-23 09:50:35+00:00,Entry
2023-02-23 09:50:59+00:00,Entry
2023-02-23 09:51:00+00:00,Entry
2023-02-23 09:51:08+00:00,Entry
2023-02-23 09:51:09+00:00,Entry
2023-02-23 09:51:19+00:00,Entry
2023-02-23 09:51:40+00:00,Entry
2023-02-23 09:52:30+00:00,Entry
2023-02-23 09:53:03+00:00,Entry
2023-02-23 09:53:04+00:00,Entry
2023-02-23 09:53:06+00:00,Entry
2023-02-23 09:53:16+00:00,Entry
2023-02-23 09:53:16+00:00,Entry
2023-02-23 09:53:21+00:00,Entry
2023-02-23 09:53:26+00:00,Entry
2023-02-23 09:53:31+00:00,Entry
2023-02-23 09:53:35+00:00,Entry
2023-02-23 09:53:43+00:00,Entry
2023-02-23 09:54:08+00:00,Exit
2023-02-23 09:54:23+00:00,Entry
2023-02-23 09:54:24+00:00,Entry
2023-02-23 09:54:29+00:00,Entry
2023-02-23 09:54:35+00:00,Entry
2023-02-23 09:54:41+00:00,Entry
2023-02-23 09:54:51+00:00,Entry
2023-02-23 09:54:53+00:00,Entry
2023-02-23 09:55:00+00:00,Entry
2023-02-23 09:55:07+00:00,Entry
2023-02-23 09:55:26+00:00,Exit
2023-02-23 09:55:53+00:00,Entry
2023-02-23 09:56:18+00:00,Entry
2023-02-23 09:56:26+00:00,Entry
2023-02-23 09:56:55+00:00,Entry
2023-02-23 09:57:23+00:00,Exit
2023-02-23 09:57:32+00:00,Entry
2023-02-23 09:57:52+00:00,Entry
2023-02-23 09:58:09+00:00,Entry
2023-02-23 09:58:14+00:00,Entry
2023-02-23 09:58:17+00:00,Entry
2023-02-23 09:58:42+00:00,Entry
2023-02-23 09:59:10+00:00,Entry
2023-02-23 09:59:15+00:00,Entry
2023-02-23 09:59:17+00:00,Exit
2023-02-23 09:59:24+00:00,Entry
2023-02-23 09:59:27+00:00,Entry
2023-02-23 09:59:49+00:00,Entry
2023-02-23 09:59:50+00:00,Entry
2023-02-23 09:59:50+00:00,Entry
2023-02-23 09:59:56+00:00,Entry
2023-02-23 09:59:58+00:00,Entry
2023-02-23 10:00:04+00:00,Entry
2023-02-23 10:00:07+00:00,Entry
2023-02-23 10:00:09+00:00,Entry
2023-02-23 10:00:21+00:00,Entry
2023-02-23 10:00:24+00:00,Entry
2023-02-23 10:00:42+00:00,Entry
2023-02-23 10:00:45+00:00,Entry
2023-02-23 10:00:45+00:00,Exit
2023-02-23 10:00:49+00:00,Entry
2023-02-23 10:00:50+00:00,Exit
2023-02-23 10:00:53+00:00,Entry
2023-02-23 10:01:02+00:00,Exit
2023-02-23 10:01:05+00:00,Entry
2023-02-23 10:01:07+00:00,Entry
2023-02-23 10:01:16+00:00,Entry
2023-02-23 10:01:22+00:00,Entry
2023-02-23 10:01:32+00:00,Exit
2023-02-23 10:01:34+00:00,Entry
2023-02-23 10:01:34+00:00,Entry
2023-02-23 10:01:43+00:00,Exit
2023-02-23 10:01:52+00:00,Entry
2023-02-23 10:02:40+00:00,Entry
2023-02-23 10:02:53+00:00,Exit
2023-02-23 10:04:02+00:00,Entry
2023-02-23 10:04:26+00:00,Entry
2023-02-23 10:04:37+00:00,Exit
2023-02-23 10:04:41+00:00,Entry
2023-02-23 10:04:42+00:00,Entry
2023-02-23 10:04:42+00:00,Exit
2023-02-23 10:05:08+00:00,Entry
2023-02-23 10:05:08+00:00,Entry
2023-02-23 10:05:10+00:00,Exit
2023-02-23 10:05:19+00:00,Entry
2023-02-23 10:05:27+00:00,Entry
2023-02-23 10:05:28+00:00,Entry
2023-02-23 10:05:38+00:00,Entry
2023-02-23 10:05:38+00:00,Entry
2023-02-23 10:05:44+00:00,Entry
2023-02-23 10:05:52+00:00,Entry
2023-02-23 10:06:05+00:00,Entry
2023-02-23 10:06:15+00:00,Entry
2023-02-23 10:07:22+00:00,Exit
2023-02-23 10:07:24+00:00,Entry
2023-02-23 10:07:25+00:00,Entry
2023-02-23 10:07:41+00:00,Entry
2023-02-23 10:07:48+00:00,Exit
2023-02-23 10:07:53+00:00,Entry
2023-02-23 10:08:34+00:00,Entry
2023-02-23 10:09:25+00:00,Entry
2023-02-23 10:09:28+00:00,Entry
2023-02-23 10:09:32+00:00,Exit
2023-02-23 10:09:37+00:00,Exit
2023-02-23 10:09:39+00:00,Exit
2023-02-23 10:09:43+00:00,Entry
2023-02-23 10:09:50+00:00,Entry
2023-02-23 10:09:51+00:00,Exit
2023-02-23 10:09:58+00:00,Entry
2023-02-23 10:10:00+00:00,Exit
2023-02-23 10:10:06+00:00,Entry
2023-02-23 10:10:21+00:00,Entry
2023-02-23 10:10:25+00:00,Entry
2023-02-23 10:10:41+00:00,Entry
2023-02-23 10:10:48+00:00,Entry
2023-02-23 10:10:53+00:00,Entry
2023-02-23 10:10:59+00:00,Entry
2023-02-23 10:11:21+00:00,Entry
2023-02-23 10:11:37+00:00,Entry
2023-02-23 10:12:27+00:00,Entry
2023-02-23 10:12:36+00:00,Entry
2023-02-23 10:12:40+00:00,Entry
2023-02-23 10:12:58+00:00,Exit
2023-02-23 10:13:05+00:00,Entry
2023-02-23 10:13:08+00:00,Entry
2023-02-23 10:13:16+00:00,Entry
2023-02-23 10:13:19+00:00,Entry
2023-02-23 10:13:21+00:00,Entry
2023-02-23 10:13:24+00:00,Entry
2023-02-23 10:13:25+00:00,Exit
2023-02-23 10:13:35+00:00,Entry
2023-02-23 10:13:42+00:00,Entry
2023-02-23 10:13:48+00:00,Entry
2023-02-23 10:13:48+00:00,Entry
2023-02-23 10:13:49+00:00,Entry
2023-02-23 10:13:52+00:00,Entry
2023-02-23 10:13:54+00:00,Entry
2023-02-23 10:13:58+00:00,Entry
2023-02-23 10:13:58+00:00,Entry
2023-02-23 10:14:21+00:00,Entry
2023-02-23 10:14:44+00:00,Entry
2023-02-23 10:14:49+00:00,Entry
2023-02-23 10:15:04+00:00,Entry
2023-02-23 10:15:10+00:00,Entry
2023-02-23 10:15:17+00:00,Entry
2023-02-23 10:15:24+00:00,Entry
2023-02-23 10:15:26+00:00,Entry
2023-02-23 10:15:27+00:00,Entry
2023-02-23 10:15:29+00:00,Entry
2023-02-23 10:15:38+00:00,Entry
2023-02-23 10:15:43+00:00,Entry
2023-02-23 10:15:48+00:00,Entry
2023-02-23 10:16:00+00:00,Entry
2023-02-23 10:16:07+00:00,Entry
2023-02-23 10:16:30+00:00,Entry
2023-02-23 10:16:53+00:00,Exit
2023-02-23 10:17:10+00:00,Exit
2023-02-23 10:17:21+00:00,Entry
2023-02-23 10:17:22+00:00,Entry
2023-02-23 10:17:22+00:00,Entry
2023-02-23 10:17:37+00:00,Entry
2023-02-23 10:17:37+00:00,Entry
2023-02-23 10:17:44+00:00,Entry
2023-02-23 10:17:54+00:00,Entry
2023-02-23 10:18:01+00:00,Exit
2023-02-23 10:18:26+00:00,Exit
2023-02-23 10:18:33+00:00,Entry
2023-02-23 10:18:42+00:00,Entry
2023-02-23 10:19:23+00:00,Entry
2023-02-23 10:19:28+00:00,Entry
2023-02-23 10:20:15+00:00,Entry
2023-02-23 10:20:16+00:00,Entry
2023-02-23 10:20:27+00:00,Entry
2023-02-23 10:20:34+00:00,Entry
2023-02-23 10:20:35+00:00,Entry
2023-02-23 10:20:40+00:00,Entry
2023-02-23 10:20:46+00:00,Entry
2023-02-23 10:20:47+00:00,Exit
2023-02-23 10:20:52+00:00,Entry
2023-02-23 10:21:15+00:00,Entry
2023-02-23 10:21:23+00:00,Entry
2023-02-23 10:21:32+00:00,Entry
2023-02-23 10:21:35+00:00,Entry
2023-02-23 10:21:57+00:00,Entry
2023-02-23 10:22:22+00:00,Entry
2023-02-23 10:22:31+00:00,Exit
2023-02-23 10:22:36+00:00,Exit
2023-02-23 10:22:39+00:00,Entry
2023-02-23 10:22:55+00:00,Exit
2023-02-23 10:23:13+00:00,Entry
2023-02-23 10:23:15+00:00,Entry
2023-02-23 10:23:24+00:00,Exit
2023-02-23 10:23:26+00:00,Entry
2023-02-23 10:24:07+00:00,Entry
2023-02-23 10:24:15+00:00,Entry
2023-02-23 10:24:26+00:00,Entry
2023-02-23 10:24:31+00:00,Entry
2023-02-23 10:24:35+00:00,Entry
2023-02-23 10:24:37+00:00,Entry
2023-02-23 10:24:41+00:00,Entry
2023-02-23 10:24:44+00:00,Entry
2023-02-23 10:24:50+00:00,Entry
2023-02-23 10:25:04+00:00,Entry
2023-02-23 10:25:13+00:00,Entry
2023-02-23 10:25:15+00:00,Exit
2023-02-23 10:25:16+00:00,Entry
2023-02-23 10:25:23+00:00,Entry
2023-02-23 10:25:26+00:00,Entry
2023-02-23 10:25:29+00:00,Entry
2023-02-23 10:26:13+00:00,Exit
2023-02-23 10:26:19+00:00,Entry
2023-02-23 10:26:23+00:00,Exit
2023-02-23 10:26:27+00:00,Entry
2023-02-23 10:26:30+00:00,Entry
2023-02-23 10:26:30+00:00,Entry
2023-02-23 10:26:43+00:00,Exit
2023-02-23 10:26:52+00:00,Entry
2023-02-23 10:27:13+00:00,Entry
2023-02-23 10:27:32+00:00,Entry
2023-02-23 10:27:49+00:00,Entry
2023-02-23 10:28:12+00:00,Entry
2023-02-23 10:28:34+00:00,Entry
2023-02-23 10:29:31+00:00,Exit
2023-02-23 10:29:31+00:00,Entry
2023-02-23 10:29:32+00:00,Entry
2023-02-23 10:29:51+00:00,Entry
2023-02-23 10:29:55+00:00,Exit
2023-02-23 10:30:05+00:00,Entry
2023-02-23 10:30:13+00:00,Exit
2023-02-23 10:30:15+00:00,Entry
2023-02-23 10:30:23+00:00,Exit
2023-02-23 10:30:25+00:00,Entry
2023-02-23 10:30:31+00:00,Entry
2023-02-23 10:30:32+00:00,Entry
2023-02-23 10:30:47+00:00,Entry
2023-02-23 10:30:57+00:00,Exit
2023-02-23 10:31:05+00:00,Entry
2023-02-23 10:31:06+00:00,Exit
2023-02-23 10:31:11+00:00,Entry
2023-02-23 10:31:16+00:00,Exit
2023-02-23 10:31:20+00:00,Entry
2023-02-23 10:31:43+00:00,Entry
2023-02-23 10:31:51+00:00,Entry
2023-02-23 10:32:12+00:00,Entry
2023-02-23 10:32:21+00:00,Exit
2023-02-23 10:32:23+00:00,Entry
2023-02-23 10:32:28+00:00,Entry
2023-02-23 10:33:15+00:00,Entry
2023-02-23 10:33:23+00:00,Entry
2023-02-23 10:33:31+00:00,Entry
2023-02-23 10:33:32+00:00,Entry
2023-02-23 10:33:38+00:00,Entry
2023-02-23 10:33:43+00:00,Entry
2023-02-23 10:33:48+00:00,Entry
2023-02-23 10:33:55+00:00,Entry
2023-02-23 10:34:07+00:00,Entry
2023-02-23 10:34:29+00:00,Entry
2023-02-23 10:34:32+00:00,Entry
2023-02-23 10:34:45+00:00,Exit
2023-02-23 10:34:57+00:00,Entry
2023-02-23 10:35:04+00:00,Entry
2023-02-23 10:35:13+00:00,Exit
2023-02-23 10:35:16+00:00,Entry
2023-02-23 10:35:20+00:00,Entry
2023-02-23 10:36:03+00:00,Entry
2023-02-23 10:36:18+00:00,Entry
2023-02-23 10:36:44+00:00,Entry
2023-02-23 10:36:45+00:00,Exit
2023-02-23 10:36:57+00:00,Exit
2023-02-23 10:37:11+00:00,Entry
2023-02-23 10:37:14+00:00,Entry
2023-02-23 10:37:16+00:00,Entry
2023-02-23 10:37:23+00:00,Entry
2023-02-23 10:37:30+00:00,Entry
2023-02-23 10:37:33+00:00,Entry
2023-02-23 10:37:43+00:00,Entry
2023-02-23 10:37:46+00:00,Entry
2023-02-23 10:38:27+00:00,Entry
2023-02-23 10:38:37+00:00,Exit
2023-02-23 10:38:42+00:00,Entry
2023-02-23 10:38:44+00:00,Entry
2023-02-23 10:38:56+00:00,Entry
2023-02-23 10:39:22+00:00,Entry
2023-02-23 10:39:26+00:00,Entry
2023-02-23 10:39:32+00:00,Entry
2023-02-23 10:40:01+00:00,Entry
2023-02-23 10:40:04+00:00,Entry
2023-02-23 10:40:16+00:00,Entry
2023-02-23 10:40:38+00:00,Entry
2023-02-23 10:40:40+00:00,Entry
2023-02-23 10:40:44+00:00,Entry
2023-02-23 10:41:06+00:00,Entry
2023-02-23 10:41:24+00:00,Exit
2023-02-23 10:41:48+00:00,Entry
2023-02-23 10:42:02+00:00,Entry
2023-02-23 10:42:06+00:00,Entry
2023-02-23 10:42:07+00:00,Exit
2023-02-23 10:42:14+00:00,Entry
2023-02-23 10:42:32+00:00,Entry
2023-02-23 10:42:38+00:00,Entry
2023-02-23 10:42:38+00:00,Entry
2023-02-23 10:43:07+00:00,Entry
2023-02-23 10:43:17+00:00,Entry
2023-02-23 10:43:44+00:00,Entry
2023-02-23 10:43:55+00:00,Entry
2023-02-23 10:44:00+00:00,Exit
2023-02-23 10:44:08+00:00,Entry
2023-02-23 10:44:14+00:00,Exit
2023-02-23 10:44:46+00:00,Exit
2023-02-23 10:45:01+00:00,Exit
2023-02-23 10:45:44+00:00,Entry
2023-02-23 10:45:46+00:00,Entry
2023-02-23 10:45:49+00:00,Exit
2023-02-23 10:45:53+00:00,Entry
2023-02-23 10:45:53+00:00,Entry
2023-02-23 10:45:56+00:00,Entry
2023-02-23 10:46:35+00:00,Entry
2023-02-23 10:46:38+00:00,Entry
2023-02-23 10:46:54+00:00,Exit
2023-02-23 10:47:08+00:00,Entry
2023-02-23 10:47:08+00:00,Entry
2023-02-23 10:47:27+00:00,Entry
2023-02-23 10:47:40+00:00,Entry
2023-02-23 10:47:41+00:00,Entry
2023-02-23 10:47:49+00:00,Entry
2023-02-23 10:47:49+00:00,Entry
2023-02-23 10:48:34+00:00,Entry
2023-02-23 10:48:44+00:00,Exit
2023-02-23 10:48:55+00:00,Exit
2023-02-23 10:49:16+00:00,Entry
2023-02-23 10:49:19+00:00,Entry
2023-02-23 10:49:19+00:00,Entry
2023-02-23 10:49:26+00:00,Entry
2023-02-23 10:49:26+00:00,Entry
2023-02-23 10:49:32+00:00,Exit
2023-02-23 10:49:41+00:00,Entry
2023-02-23 10:49:53+00:00,Exit
2023-02-23 10:49:56+00:00,Entry
2023-02-23 10:49:56+00:00,Exit
2023-02-23 10:50:28+00:00,Exit
2023-02-23 10:50:31+00:00,Entry
2023-02-23 10:50:39+00:00,Exit
2023-02-23 10:50:47+00:00,Exit
2023-02-23 10:50:53+00:00,Exit
2023-02-23 10:50:58+00:00,Entry
2023-02-23 10:51:06+00:00,Exit
2023-02-23 10:51:06+00:00,Exit
2023-02-23 10:51:14+00:00,Entry
2023-02-23 10:51:18+00:00,Exit
2023-02-23 10:51:21+00:00,Exit
2023-02-23 10:51:23+00:00,Entry
2023-02-23 10:51:42+00:00,Exit
2023-02-23 10:51:47+00:00,Exit
2023-02-23 10:51:51+00:00,Entry
2023-02-23 10:52:08+00:00,Entry
2023-02-23 10:52:15+00:00,Entry
2023-02-23 10:52:16+00:00,Entry
2023-02-23 10:52:18+00:00,Entry
2023-02-23 10:52:28+00:00,Entry
2023-02-23 10:52:35+00:00,Entry
2023-02-23 10:52:42+00:00,Exit
2023-02-23 10:52:43+00:00,Entry
2023-02-23 10:52:54+00:00,Entry
2023-02-23 10:53:07+00:00,Entry
2023-02-23 10:53:08+00:00,Entry
2023-02-23 10:53:18+00:00,Entry
2023-02-23 10:53:20+00:00,Entry
2023-02-23 10:53:33+00:00,Exit
2023-02-23 10:53:42+00:00,Entry
2023-02-23 10:53:43+00:00,Exit
2023-02-23 10:53:48+00:00,Entry
2023-02-23 10:53:49+00:00,Entry
2023-02-23 10:53:54+00:00,Exit
2023-02-23 10:54:24+00:00,Exit
2023-02-23 10:54:24+00:00,Entry
2023-02-23 10:54:26+00:00,Entry
2023-02-23 10:54:32+00:00,Entry
2023-02-23 10:54:47+00:00,Entry
2023-02-23 10:54:54+00:00,Exit
2023-02-23 10:55:07+00:00,Exit
2023-02-23 10:55:07+00:00,Entry
2023-02-23 10:55:11+00:00,Entry
2023-02-23 10:55:13+00:00,Exit
2023-02-23 10:55:16+00:00,Entry
2023-02-23 10:55:24+00:00,Exit
2023-02-23 10:55:47+00:00,Entry
2023-02-23 10:55:47+00:00,Entry
2023-02-23 10:55:55+00:00,Entry
2023-02-23 10:55:57+00:00,Exit
2023-02-23 10:56:20+00:00,Entry
2023-02-23 10:56:23+00:00,Entry
2023-02-23 10:56:34+00:00,Entry
2023-02-23 10:56:38+00:00,Exit
2023-02-23 10:56:44+00:00,Exit
2023-02-23 10:57:11+00:00,Entry
2023-02-23 10:57:15+00:00,Entry
2023-02-23 10:57:32+00:00,Exit
2023-02-23 10:57:32+00:00,Exit
2023-02-23 10:58:00+00:00,Entry
2023-02-23 10:58:17+00:00,Entry
2023-02-23 10:58:17+00:00,Entry
2023-02-23 10:58:24+00:00,Exit
2023-02-23 10:58:29+00:00,Entry
2023-02-23 10:58:31+00:00,Exit
2023-02-23 10:58:41+00:00,Entry
2023-02-23 10:59:02+00:00,Exit
2023-02-23 10:59:36+00:00,Entry
2023-02-23 10:59:39+00:00,Exit
2023-02-23 10:59:52+00:00,Entry
2023-02-23 11:00:21+00:00,Exit
2023-02-23 11:01:01+00:00,Exit
2023-02-23 11:01:02+00:00,Exit
2023-02-23 11:01:07+00:00,Exit
